,store_id,store_name,title,writer,link,summary,blog_name,original_index
10,37767311,헤어바이반룬하우트 행당점,여자 숏컷 [반룬하우트 행당점] 러블리 숏컷 디자인커트 여자 머리 스타일,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/221557384885,"안녕하세요 반룬하우트 행당점입니다. 요즘 점점 블로그보고 방문해주시는 고객님이 늘고 있는데요,,, 정말 보람차고 감사 할 따름입니다 앞으로 더 좋은 포스팅 기대해주세용!!! 오늘 스타일은 흔하디 흔한 숏컷과는... ",헤어바이반룬하우트 행당점,50
11,37767311,헤어바이반룬하우트 행당점,라인이 깔끔[헤어바이반룬하우트 행당점] 포마드스타일 포마드헤어... ,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/221488917093,요즘들어 사회적으로 많은 이슈가 터져나오는 이래! 우리는!! 고객님들의 헤어를 위해 최선을다 합니다 짜잔!! 요즘 남성분들 포마드머리 많이 하시죠? 많이들 손질이 쉽지 않죠? 그 이유는 !!! 한국사람들은 모발이... ,헤어바이반룬하우트 행당점,50
12,37767311,헤어바이반룬하우트 행당점,남자의 라인[반룬하우트 행당점] 섹시한 남자의 라인. 멋있는 라인,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/221487438598,안녕하세요!!! 오늘은 3월13일! 맑음!!!오늘 아침에는 눈이 잠깐와서.. 많이 놀랫네요..그리고 꽃샘추위여러분 초봄감기 조심하세용~~ 오늘도!! A!F!T!E!R! AFTER은 없습니다.. 흐규흐규 ㅠㅠ 저의 어수선함이란 ㅠㅠ라인... ,헤어바이반룬하우트 행당점,50
13,37767311,헤어바이반룬하우트 행당점,가르마 포마드 [반룬하우트 행당점] 남자스타일!,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/221481447884,안녕하세요!! 반룬하우트 행당점입니다. 정말 정말 말도못할정도로 오래간만에 포스팅이네요!! 오늘 올릴 스타일은 더워지는 여름 깔끔하고 정갈한 이미지를위한!! 포마드 스타일!!! 부담스럽지 안게 뒷모습 부터... ,헤어바이반룬하우트 행당점,50
14,37767311,헤어바이반룬하우트 행당점,깔끔한머리 [반룬하우트 행당점] 댄디컷 자연 스러운머리.,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/221488833516,후엉 ㅠㅠ 블로그지기입니다 ㅠㅠ 흐엉.. 정신이 없이 바뻐서 사진을 많이 못찍었어요 ㅠㅠ 봐주실꺼죠?? ㅜㅜ 간혹!! 자연스러운!!!! 머리를 안한다고 하시는분들이 있는데!! 우리도!! 자연스러운 머리!! 잘합니다!!!... ,헤어바이반룬하우트 행당점,50
15,37767311,헤어바이반룬하우트 행당점,[헤어바이반룬하우트 행당점].여자 숏컷 Style(황정음컷트) 포스팅~~~^^,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/220845043664,안녕하세요~ 오늘은 여자 숏컷Style 일명황정음 머리를 포스팅 해보겠습니다~ 먼저 이쁜 결과물~~ 컷트에서 제일 중요한 섹션을 나누고 있는데요. 이과정을 잘 하셔야지만 삐져나오는머리 없이 완벽한 컷트가 된답니다... ,헤어바이반룬하우트 행당점,50
16,37767311,헤어바이반룬하우트 행당점,(행당동 미용실)(구)봉살롱헤어 아르떼- 헤어바이반룬하우트 행당점... ,bongsalonhairarte,https://m.blog.naver.com/bongsalonhairarte/220808720492,안녕하세요 행당동 봉살롱 헤어 아르떼 입니다. 다들 잘 지내셧나요? 요즘 날씨가 많이 풀렸죠 가을인듯 가을아닌 가을같은 ..그런 날씨^^ 이럴때 여자들 마음이 싱숭생숭 머리를 바꿔야 하나? 그런생각들 많이 하실텐데... ,헤어바이반룬하우트 행당점,50
17,38591454,샵헤어,"망원동 미용실 샵헤어, 남자 헤어 밀본 클리닉 & 다운펌",withyenita,https://m.blog.naver.com/withyenita/221319752951,#망원동미용실 #샵헤어 요즘 핫하다 못해 뜨거운 망원동 망리단길에 자리 잡고 있는 망원동 미용실 샵헤어에서 남편 다운펌 & 밀본 클리닉 받고 온 이야기 보따리 풀어볼게용♬ 망리단길 미용실 샵헤어 영업시간 확인 해... ,NITA : -D,54
18,38591454,샵헤어,"망원동 미용실, 망리단길 미용실 샵헤어 르미네상스 클리닉 후기 ♪",arefriend,https://m.blog.naver.com/arefriend/221338469321,"#망원동미용실 #망리단길미용실 #샵헤어 #르미네상스클리닉 샵헤어 전화번호 02-332-3092 영업시간 평일 10:30 - 20:00 주말 10:30 - 20:00 원장님 인스타 Jangbba84 염색, 파마 등 화학 성분과 뜨거운 자외선에 노출되어 관리를... ",반짝반짝 빛나는 일상 기록,54
19,38591454,샵헤어,"망원동 미용실, 망원역 미용실, 망리단길미용실 추천 - 친절한 샵헤어... ",withdada,https://m.blog.naver.com/withdada/221351785003,"망원동 미용실, 망원역 미용실, 망리단길미용실 추천 마포구 미용실, 망원동 염색, 망원동 파마 샵헤어 - 주소 헷갈리시면안되용~ 서울시 마포구 망원동 486-26 1층 샵헤어 / 02-332-3092 안녕하세요! 여름이 거의 다 끝나가고... ",요니블로그,54
20,38591454,샵헤어,망원동 미용실 샵헤어에서 '뿌리염색+클리닉' 받고왔어요♥,somzh,https://m.blog.naver.com/somzh/221036756417,안녕하세요 !! 이번주에 휴가내고 쉬는동안 여기저기 쏘다녔더니 포스팅할게 굉장히 밀려있네요ㅠㅠ 빠르게 다시돌아왔음ㅋㅋㅋㅋ 염색을 한지가 얼마 되지도 않았는데... 빠르게 뿌리가 자라나버렸어요 세상에서... ,라솜의 블로그,54
21,38591454,샵헤어,망원동 미용실 / 마포 미용실 샵헤어 방문했어요!,jh018123,https://m.blog.naver.com/jh018123/220930677283,안녕하세요! 펌을 안한지도 반년이 넘었네요. 기분전환 겸 펌으로 하기로 결정하고 망원동 미용실 / 마포 미용실로 유명한 샵 헤어에 방문했습니다! 망원역 2번출구에서 도보로 5분거리에 위치한 샵헤어는 망원시장 바로... ,IMA'S BLOG,54
22,38591454,샵헤어,망원동 미용실 추천 ▒ 샵헤어(#hair)에서 복구매직으로 곱슬머리 처단!,youngsml,https://m.blog.naver.com/youngsml/220874869798,"안녕하세요, 용블리에요오랜만의 멋부림이죠? 어릴땐 생머리라고 알고 살았는데요 근래 부스스함이 너무 심해져서복구매직과 펌을 받고 왔어요 오늘의 헤어샵은 망원동 미용실샵헤어(#hair)인데요 저는 혜인 실장님한테... ",용용죽겠지:-p,54
23,38591454,샵헤어,망원동 미용실 [ 샵헤어 ] 지저분했던 염색머리! 톤다운후 크리닉후기,designer_rim,https://m.blog.naver.com/designer_rim/220887132211,요즘 날씨가 너무 추워요. 점점 이불밖이 너무 무서워지는 날씨죠? 그래서인지 점점 외모에 신경을 안쓰게 되는듯해요. 곧 사진촬영이 있기도 하고 뿌리염색해야하는데 시기를 놓쳐 버려서 아예 염색을 새로 하려고... ,HyerimC blog,54
24,38591454,샵헤어,"[망원] 망원동 미용실 ""샵 헤어"" - 복구펌, 마포 미용실",specialad,https://m.blog.naver.com/specialad/220844521269,요즘 망원동에 예쁜 가게들이 많이 생겨서 골목 골목 구경하고 다니는 맛에 자주 가게 되는 것 같다. 지난번에 골목 안 쪽에 홍대나 합정에 있을 것 같은 느낌의 미용실이 생겼길래 유심히 봤는데 이번에 파마하러 방문했다.... ,ChoCho's Memory,54
25,38591454,샵헤어,"망원동미용실, 샵헤어 #hair 염색후기",jh1011002,https://m.blog.naver.com/jh1011002/221330480904,"회사 근처 망원동미용실, 샵헤어 #hair 망원동미용실 샵헤어 #hair 염색후기 누군가 태그한것처럼 보이는 #헤어 ㅋㅋㅋ 귀여운 가위모양 간판이 완전 심쿵! 내부 인테리어도 어기저기한 느낌 가득한 곳 #hair 후후훟... ",♡♥귀여운거 맛있는거 다 내꺼♥♡,54
26,38591454,샵헤어,망원동미용실 샵헤어에서 애쉬브라운 복구염색하고 왔어요,sseul_90,https://m.blog.naver.com/sseul_90/221306970055,#망원동샵헤어 #복구염색 오랜만에 망원동 다녀왔어요 망원동에 예쁜 가게가 많아서 친구들이랑 많이 놀러갔었는데 이번에는 머리를 하러 다녀왔어요! 미용실도 꽤 많더라구요~ 제가 다녀온 곳은 샵헤어라는 곳이에오... ,"꽃sis 솔직뷰티,",54
27,38591454,샵헤어,샵헤어 / 망원동 미용실 / 마포구 미용실 / 망리단길 미용실 / 커트 추천,ghkdfo1234,https://m.blog.naver.com/ghkdfo1234/221322452284,"2018. 07. 19. (목) - 망원역 샵헤어 (망원동 미용실 / 마포구 미용실 / 망리단길 미용실) 초등학교 때부터 알고 지낸 제일 친한 친구가 갑작스럽게 결혼을 한다고 연락이 왔다 ㅋㅋㅋㅋ 문자 온게 결혼식 2주전, 청첩장이... ",K.D.R.Hwang's 일상다반사,54
28,38591454,샵헤어,[서울 마포구] 망원동 미용실 추천 - #hair 샵헤어 복구클리닉 후기,guppike,https://m.blog.naver.com/guppike/221305981299,안녕하세요. 트래블러윤이에요. 주말에 클리닉 받으러 미용실에 갔다왔어요! 망원역 2번출구에 나와서 도보로 3분정도 걸으면 보여요. 유명한 망리단길에 있어서 아기자기한 카페를 걷다보면 나오는 미용실! 1층에 귀여운... ,365일 여행중,54
29,38591454,샵헤어,[망원동 미용실]샵헤어 복구클리닉,jisun016,https://m.blog.naver.com/jisun016/221302068905,결의 변화 망원동 미용실 샵헤어에서 복구클리닉으로 매끄러지는 비단결 머릿결로 변신 한 날의 리뷰를 시작해봐요. 망원시장 근처에 있는 카페같은 외관의 분위기 좋은 이곳이 샵헤어! 망원동 미용실 샵헤어 가격표.... ,멍순새댁 블로그,54
30,38591454,샵헤어,[망원동 미용실] '샵헤어' 보브컷 + 옴브레염색,lunaticrrr,https://m.blog.naver.com/lunaticrrr/220852156034,"망원 헤어샵 '샵헤어' 요모조모 재미있는 망리단길 근처에 위치한 망원동 유일의 살롱 헤어샵이다. 미용실을 안간지 오래 돼서 머리를 격하게 바꾸고 싶은 금단현상에 시달리다 찾아간 망원동 헤어 클리닉, 헤어 케어에... ",소심인의 한숨,54
31,38591454,샵헤어,서울 망원동 미용실 샵헤어 #hair 에서 밀본 클리닉 후기,jdaeun96,https://m.blog.naver.com/jdaeun96/221360266251,서울 망원동 미용실 샵헤어 #hair 에서 밀본 클리닉 후기 안녕하세요 동몽입니당 제가 망원동 미용실 샵헤어 #hair 에 다녀왔습니당 망원역에서 가까워서 접근성이 좋더라구요. 서울 망원동 미용실 샵헤어 #hair 에서... ,"Amor fati,",54
32,38591454,샵헤어,망원동 미용실 샵헤어에서 환상적인 복구 클리닉 하고왔어요,between205,https://m.blog.naver.com/between205/221299770721,망원동 미용실 샵헤어에서 환상적인 복구 클리닉 하고왔어요 극손상모에 잦은 스타일링으로 머리카락 끝이 갈라지고 뚝뚝 끊어지기 시작해서 이대로는 안되겠다 싶었어요 복구클리닉으로 유명한 망원동 미용실 샵헤어에... ,Between The Bar,54
33,38591454,샵헤어,[망원동 미용실] 뿌염+밀본 클리닉 받은 샵헤어,wkdus92,https://m.blog.naver.com/wkdus92/220874888565,퇴근 후 집 가기 전에 망원동 미용실 샵헤어 또다시 왔도다... 뿌리염색을 해야 할 때. 새치 있는 사람들은 진짜ㅠㅠ 스트레스가 이만저만 아니지 않나효. 무슨 한 달에 한 번 꼴로 염색을 해야 해ㅠㅠ 회사 근처에 있던... ,혜윰휘의 생각그릇,54
34,38591454,샵헤어,망원동미용실 샵헤어_복구펌(앞머리펌+S컬펌+뿌리펌)과 매직셋팅을... ,rladbsal0707,https://m.blog.naver.com/rladbsal0707/221311445273,# hair 100%예약제로 운영됩니다. :) 매주 화요일 휴무 문의&예약 : 02 332 3092 마포구미용실 추적추적비오는 오늘.. 바로 장마 안녕하세요~^^ 윰이예요! 머리가 반곱슬인 저는 앞머리 손질을 잘 안하는편이라서 (귀차니즘..)... ,느낌,54
35,38591454,샵헤어,망원동 미용실 추천 -샵헤어-,bung007,https://m.blog.naver.com/bung007/220935177819,안녕하세요 영맨입니다. 여기는 망리단길로 불리우고 있는 망원동이에요. 오늘 찾아간 곳은 헤어전문점 '샵헤어'입니다. 그리고 망원동에서 유일한 살롱 헤어샵이기도 합니다. 샵헤어의 운영시간은 평일 오전 10시30분 부터... ,영맨의 환상특급 여행블로그,54
36,38591454,샵헤어,망리단길미용실 샵헤어에서  복구클리닉(밀본&다댐)으로... ,ysepjh,https://m.blog.naver.com/ysepjh/221356457259,"피부는 주기적으로 관리를 하는데 헤어는 신경을 덜쓰는것 같아요. 여름내내 자외선으로 손상이 심해지고,염색과 펌을 자주하다보니 머리결도 엉망이고 헤어색상도 탈색이 많이 되어 건강해보이지 않는것 같아요.... ",리즈(LEE'S) HOUSE,54
37,38591454,샵헤어,[망원동 미용실]복구염색 잘하는곳 망원 샵헤어,gusrud3709,https://m.blog.naver.com/gusrud3709/221275374945,"""기분 전환 톤다운 복구염색 했어요~!!"" 노란 머리에서 어두운톤으로 염색했어요 잦은 염색과 커트로 인해서 엄청나게 상난 제 머릿결 하,,,,,,어떡하지 톤다운 시키고 싶은데 걱정하고 있을 때 나의 고민을 해결해준... ",금은동,54
38,38591454,샵헤어,서울 마포/ 커트클리닉 잘하는 망원동 '샵헤어(#hair)',wkdud0831,https://m.blog.naver.com/wkdud0831/221283751122,"차차 기분전환할겸, 머릿결이 너무나 상해서 어깨라인으로 컷! 막 슬픈일있고 걱정있고 그런거 아니예여! 샵헤어 (#hair) 영업시간 10:30~20:00 전화번호 02-332-3092 #망원동미용실 #망원역미용실 #망원동커트잘하는곳... ",노란망토차차의 맛집& 결혼& 여행블로그,54
39,38591454,샵헤어,망원동 미용실 복구염색으로 뿌염지옥에 합류함,two_narae,https://m.blog.naver.com/two_narae/221336555502,망원동 미용실 망리단길 놀러 갔다 왔어요!!! 믿기 어렵겠지만 이게 두시간만에 일어난 일이라고 하면 믿으시겠습니까 요즘 제 머리 진짜 심각하죠 정말로 여름이라 더워서 땀나고 이러니까 관리를 더 못해서 두피도 아마... ,먹로그와 뷰티로그 사이,54
40,38591454,샵헤어,망원동 미용실 샵 헤어 소프트 투블럭 댄디컷 펌 잘하는 마포 미용실,pita1015,https://m.blog.naver.com/pita1015/220903906878,"망원동 미용실 마포 미용실 샵 헤어에서 소프트 투블럭 댄디컷 펌 하고 왔어용 - 오빠가 처음 해보는 머리 스타일 이었는데, 우려와는 다르게 너무 깔끔하고 만족스럽게 헤어스타일이 되서 한동안 소프트 투블럭만 할 것... ",결앤수 뿌니하우스,54
41,38591454,샵헤어,굵고 자연스러운 긴 머리 루즈펌,chut_,https://m.blog.naver.com/chut_/221328321138,안녕하세요 망원 샵헤어 다인입니다 여자분들의 로망이죠~ 머리 길러서 웨이브 해보기! 고객님께서도 머리를 기르기만 하고 펌을 안 한 지 너무 오래되어서 오랜만에 스타일 변신을 위해 방문해주셨습니다! 긴 머리는... ,다인's story,54
42,38591454,샵헤어,자연스러운 레이어드 펌,chut_,https://m.blog.naver.com/chut_/221320107897,안녕하세요 망원 샵헤어 다인입니다 오늘 소개해드릴 스타일은 세미롱 기장의 레이어드 펌이에요~ 요즘처럼 덥고 더운 날에 층없는 일자 느낌의 머리를 산뜻하게 하고 싶어 하시는 분들이 많으신데요 많은 레이어가... ,다인's story,54
43,38591454,샵헤어,[망원동 미용실] 마포구 망원동 '샵헤어'에서 클리닉 받았어요!,a8035,https://m.blog.naver.com/a8035/221008090998,간만에 반차를 내고 여유로운 오후를 즐겼습니다~ 주말이나 저녁시간엔 사람이 너무 많고 복잡해서 가기 싫은 망원시장에도 다녀오구요^^ 그런데 망원시장은 평일 낮에도 사람이 많더라구요. 줄이 길어서 항상 못... ,오센이 LiFe♡,54
44,38591454,샵헤어,망리단길/ 이런미용실이있다고? 샵헤어 에서 머리를짜르다,92heesun,https://m.blog.naver.com/92heesun/220905448343,안녕하세요 !! 여러분 데일리 데이트입니다 . 이번에 포스팅할곳은 !! 망원. 망리단길로 불리는곳에 위치한 샵헤어( #hair) 입니다!! 오늘은 저희가 염색할때가되서 염색과 커트를 할려고 미용실에 다녀왔어요!! 좀... ,데일리데이트,54
45,38591454,샵헤어,(망원동 미용실) 염색 잘하는 곳 마포 미용실 추천 망원 샵헤어,foxmapia,https://m.blog.naver.com/foxmapia/221006639916,"왜 몰랐을까잉? 망원을 정말 많이 가는데 한번도 미용실을 못갔네요! 주변에 소문으로 중간에 잘한다는 곳이 잇어서 이번 기회에 가보게 되었습니다. 망원에서는 항상 밥먹고 술만 먹어서 몰랐는데, 유명한 미용실은 거의... ",도도한 하우스,54
46,38591454,샵헤어,"붉은기 없는 염색, 매트 브라운!",chut_,https://m.blog.naver.com/chut_/221340696382,"안녕하세요 망원 샵헤어 다인입니다 여전히 덥긴 하지만 입추가 지난 지금, 저녁엔 조금 선선해진 것 같아요 선선해진 날씨따라 요즘 고객님들께선 톤다운 염색을 생각하시는 분들이 많으시더라구요~ 오늘... ",다인's story,54
47,38591454,샵헤어,마포/망원동 미용실 :: #hair 샵헤어에서 톤다운염색+클리닉,unlover1210,https://m.blog.naver.com/unlover1210/220933490498,"'망원동미용실 샵헤어' 안녕하세요 은찡입니다 :) 작년에 밝게 헤어 염색을 하고 반년 넘게 미용실에 가지를 않았더니 뿌염도 시급했고, 모발도 많이 상했더라구요. 그래서 마포구 망원동에 유일한 살롱 헤어샵 '샵헤어... ",빛그림작업실,54
48,38591454,샵헤어,망원동 미용실 망원동 유일한 살롱 샵헤어 후기!!,ass789,https://m.blog.naver.com/ass789/220895307818,"친구랑 같이 망원동에 놀러갔는데요 친구가 저 영양 클리닉한거보고선 본인도 영양과 뿌염을 해야겠다며 망원동에 새로생긴 샵헤어에 방문했습니다. 망원동은 시장이 형성되어있어서, 아마도 망원동에서는 유일한... ",갱쩡이의 데일리라이프♪,54
49,38591454,샵헤어,산뜻한 단발 S 컬 펌,chut_,https://m.blog.naver.com/chut_/221320252834,안녕하세요 망원 샵헤어 다인입니다 덥고 습한 요즘 묶을까 자를까 고민하시는 분들 많으시죠~ 오늘 고객님께서도 긴 머리가 무겁고 손질이 힘들어서 단발로 자르기로 결정하셨습니다! before 단발에서 쭉... ,다인's story,54
50,38591454,샵헤어,"망원동 미용실 C컬펌, 밀본크리닉 비포엔 애프터 비교해볼까?!",2016hee615,https://m.blog.naver.com/2016hee615/220873354762,"망원동 미용실 C컬펌, 밀본크리닉 비포엔 애프터 비교해볼까?! 연차 내고 여유로운 하루 일상 이야기에용! 망원동에 유일한 살롱 헤어샵이 생겼다고 해서 망원동 미용실을 찾아갔어요! ㅎㅎㅎ 망원동 미용실 샵헤어 오픈은... ",아름답고 행복한 순간의 기록,54
51,38591454,샵헤어,망원동 미용실 “샵헤어”에서 클리닉 받고왔어요!,didi6597,https://m.blog.naver.com/didi6597/221274992304,안녕하세요! 이제 또 월요일이 시작되겠네요 모두 화이팅하자구요:) 오늘은 망원동 미용실 “샵헤어” 포스팅할게요! 망원역2번출구로나와 망원시장 근처에 가시면 찾으실수있어요! 망원동 미용실 “샵헤어” 외부모습... ,소소한공간,54
52,38591454,샵헤어,망원동미용실:)마포 미용실 샵헤어에서 로즈브라운 염색,gpflchltndus,https://m.blog.naver.com/gpflchltndus/220937087418,"망원동헤어, 망원동헤어샵, 마포미용실 ""망원 샵헤어"" 회사가 망원동 쪽이랑 가까운 달다는 급 즉흥으로 당일예약을 하고!! 로즈브라운 애쉬브라운 염색 둘 중 고민을 하다가 에라모르겠다하고 검색해서 망원동 유일한... ",달다팸의 달달한 하루,54
53,38591454,샵헤어,망원동 미용실 추천 투블럭 펌 헤어 전문샵 샵헤어에서 헤어스타일 변신,0jjongcar0,https://m.blog.naver.com/0jjongcar0/220905784384,망원동 미용실 샵헤어에서 새해맞이 헤어스타일 변신하기 새해도 되었고 스타일도 바꾸고 싶었던 찰나에 망원동에 유일한 살롱 헤어샵인 샵헤어를 찾았습니다. 바로 앞에 주차 공간도 있어 차량을 갖고 찾을 수... ,지구로온 우주선,54
54,13091619,컬리헤어,아미폴리스 전문점 컬리헤어,miega0070,https://m.blog.naver.com/miega0070/220928634090,날씨도 그렇고 적당히 짬이 생겨 뒤져보니 며칠 전에 사모님의 첫 모발 사진도 있어서 올려봐요~~ 처음 오셨을 때 사진입니다. 컬리헤어 이런 모발로 케어 한번 받으시고... 컬리헤어 이렇게 오셔서 매직해 달라고... ,휴먼서포트,55
55,13091619,컬리헤어,[헤어일기] 손상모발복구 프로젝트 #001 (송파구 미용실 추천),sugarbowl89,https://m.blog.naver.com/sugarbowl89/221295956905,"대망의 프로젝트 스타트! 사실 처음 이 프로젝트를 시작했을때 가장 중요하게 생각한 것은 ""좋은 미용실 찾기"" 였다. 미용실을 갈 때마다 내가 공통적으로 느꼈던 것 중 하나가 내 머리는 이미 틀렸구나... ㅠㅠ 였고 실제로... ",YONI blooming,55
56,13091619,컬리헤어,아미 폴리스 전문점 컬리 헤어,miega0070,https://m.blog.naver.com/miega0070/220831873473,블랙 염색하고 1년이 지났다는... 빼는 작업은 싫으시다고 하셔서 일단 커트하고 아미 폴리스 전처리 살짝씩 카키 빛이 감도는 색으로~~~ 염색약 아미 폴리스 믹스해서 도포 들어갑니다~~^^ 빨리 염색 마무리하고~~~매직... ,휴먼서포트,55
57,13091619,컬리헤어,송파 컬리헤어,miega0070,https://m.blog.naver.com/miega0070/220883446367,탈색하고 보랏빛이 감도는 회색 머리하려고요 믹스 해주시고용~~~^^ 한번 바르고 덧바르기~~~ 컬리헤어 컬리헤어 2번 뺀 ???이라기보다는 한 번에 덧바르기 작업 한 번 더 한 모발입니다 컬리헤어 요기에... ,휴먼서포트,55
58,13091619,컬리헤어,【송파 컬리헤어】 손상없는 탈색&컬러 트리트먼트,hs9784,https://m.blog.naver.com/hs9784/221166667537,컬리헤어에서는 염색과 트리트먼트를 동시에 할 수 있습니다. 염색후에도 손상없는 머릿결!!! 컬러 트리트먼트는 반복적으로 하셔도 머릿결 손상없이 하면 할수록 건강하고 탄력있는 어린시절 건강한 머릿결로... ,컬리헤어,55
59,13091619,컬리헤어,아미폴리스 전문점 컬리헤어,miega0070,https://m.blog.naver.com/miega0070/220925410655,모발이 아주가는 진짜 심한 곱슬머리 총각님... 최근 서너 달 사이에 매직만 6번 앞머리 매직 그중 3번은 전체 매직 탈색 2번 자꾸 나타나는 새치로 인해 2주에서 3주에 한 번씩 전체 염색 이 모든 시술을 아미폴리스가... ,휴먼서포트,55
60,13091619,컬리헤어,아미폴리스 전문점 컬리헤어,miega0070,https://m.blog.naver.com/miega0070/220923545297,전에 아미폴리스 매직하시고 샴푸도 구입하셨습니다~~ 뿌염 2번 아~~결감이 장난 아닙니다~~ㅎ 오늘은 컬러 체인지 했어요~~ 사진이 좀~~ 하지만 결과는 너무너무 잘 나왔어요~~~ 컬리헤어 컬리헤어 역쉬... ,휴먼서포트,55
