,store_id,store_name,tel,addrRoad,district,neighborhood,nearby_station,nearby_station_distance,best_style,review_count,coord_x,coord_y,sanitation,cs,mood,loc,satisfaction,etc,total_score,district_neighbor
10,1349483891,차홍룸 잠실점,02-422-3656,서울특별시 송파구 올림픽로 100,송파구,잠실동,잠실새내역/종합운동장역/삼전역,408/475/916,볼륨매직,5479,127.081699387785,37.511471064145496,32.76082098368213,76.5270865508641,27.855467987626408,7.837310404593742,91.1793467118346,93.69430700654915,93.975513612503,송파구 잠실동
11,1026108143,에이엠톤 본점,02-332-8111,서울특별시 마포구 잔다리로3안길 40,마포구,서교동,상수역/합정역/홍대입구역,415/433/805,_,5314,126.919294571604,37.550553573340004,31.00790626267453,71.71570789913055,28.00148900131583,5.6830333426101625,92.80541996834387,94.1581466593059,92.58929537384344,마포구 서교동
12,944203444,유니크바이,02-336-5255,서울특별시 마포구 양화로 78-9 2층,마포구,서교동,합정역/상수역/홍대입구역/망원역,323/590/814/839,레이어드컷,5111,126.91758253574899,37.551431764892996,31.202825892384887,64.28117901243452,27.65712518494481,7.052630108814303,93.83698450940949,96.22845606667072,91.5254872236487,마포구 서교동
13,37653586,박승철헤어스투디오 신촌점,02-393-6266,서울특별시 서대문구 연세로 8,서대문구,창천동,신촌역/서강대역/이대역/홍대입구역,111/472/824/895,히피펌,4515,126.93713383570801,37.5561974571587,30.20577688338805,78.4315128253269,26.905701116420218,8.433373788318493,85.07142299120515,92.60504553498536,91.0462661206968,서대문구 창천동
14,1567835311,박승철헤어스투디오 신림점,02-877-4100,서울특별시 관악구 남부순환로 1604,관악구,신림동,신림역,80,다운펌,4824,126.928940666353,37.4839287757611,32.14729729146503,83.68700444323737,26.917947504165312,8.882584493454841,87.50290155982665,94.96776077236736,95.00512040140852,관악구 신림동
15,34983865,준오헤어 서울대입구역점,02-882-0605,서울특별시 관악구 관악로 163,관악구,봉천동,서울대입구역/봉천역,166/966,_,4524,126.952112617476,37.4798642759744,31.218921025740727,69.20412227084009,27.633880755552877,8.534115319119973,91.58555674755598,93.60935107929107,91.54750710784096,관악구 봉천동
17,950329204,메종드아이디헤어 CBS목동점,02-2644-1654,서울특별시 양천구 목동서로 159-1 CBS방송국 2층 메종드 아이디헤어,양천구,목동,오목교역/목동역,385/936,레이어드컷/다운펌,4327,126.87495762168601,37.528000768166706,31.997309983322967,59.13087244389431,28.11153742277966,7.032464642306717,90.35472328695387,93.578321032768,87.75099686488147,양천구 목동
18,34585445,리안헤어 중랑역점,02-435-2255,서울특별시 중랑구 망우로 206 2층,중랑구,상봉동,중랑역/상봉역,138/894,C컬펌,2508,127.07581161958204,37.59359914500894,30.420667310712844,63.39264115870943,25.88831236573211,7.609527136574137,75.34828327942004,83.60698349718272,78.7479676065057,중랑구 상봉동
19,32264673,이진헤어 노량진점,02-815-0709,서울특별시 동작구 노량진로 140 1층 112호,동작구,노량진동,노량진역/장승배기역,118/899,_,4267,126.94170032029436,37.512730118846285,30.84852090229409,62.787676349208745,25.949364696603325,6.746749996191559,81.38765603951198,90.40111735981802,83.31604595870668,동작구 노량진동
20,37101503,CHOPHAIR 대치점,02-555-0486,서울특별시 강남구 삼성로 314,강남구,대치동,대치역/한티역/삼성역/학여울역,657/800/995/996,_,3652,127.060629652579,37.500059013327,31.91534498238215,73.91097973648094,27.5495624202104,8.200396851983353,89.8272330986428,91.99841255127859,91.83370081904863,강남구 대치동
21,37911640,박준뷰티랩 종각역점,02-723-1004,"서울특별시 종로구 삼일대로 393-1 2,3층",종로구,관철동,종각역/종로3가역/을지로3가역/을지로입구역/안국역/을지로4가역/명동역/광화문역,381/409/498/620/767/966/981/994,_,3749,126.98742629617,37.569771719020295,30.670529707943796,83.44943993378985,26.814851589007482,9.061269236730556,82.94494849784422,93.687825187653,92.29646929852795,종로구 관철동
22,11726491,준오헤어 강남2호점,02-536-6605,서울특별시 서초구 강남대로 441 서산빌딩 3층,서초구,서초동,신논현역/강남역/사평역/언주역/역삼역,341/471/927/988/996,볼륨매직,4049,127.025278377503,37.50173692636147,31.048694999306985,67.98444114875466,27.37757911815689,5.948238250285844,93.73428444276787,95.9355367181504,92.28962501277012,서초구 서초동
23,33874401,더 부띠끄 건대점,02-462-3389,서울특별시 광진구 아차산로 218 성원빌딩,광진구,자양동,건대입구역,166,레이어드컷/볼륨매직,5424,127.06738040017687,37.5407851891369,31.1534288756718,84.31511307125005,26.818267464024554,8.95165319637768,95.3177860314162,93.81574801860407,97.95506229120106,광진구 자양동
24,1646635576,차홍룸 대치점,02-557-3503,서울특별시 강남구 선릉로64길 11-2 4층,강남구,대치동,한티역/도곡역/선릉역/대치역,197/730/811/962,_,3589,127.05327739093799,37.49804430414321,30.471099180393626,77.89647033262084,27.028937457723288,7.142288066253929,90.74519723236014,89.92665913379261,92.2462129700642,강남구 대치동
25,11780868,이철헤어커커 명동1호점,02-757-2326,서울특별시 중구 명동8나길 9,중구,충무로1가,명동역/을지로입구역/회현역/시청역/을지로3가역/충무로역,174/571/596/788/807/857,보브컷/허쉬컷,3531,126.98444878329599,37.56120829741421,31.28911931075387,70.20903311838556,27.89488440154013,8.442323340620888,90.73202496202177,91.6659825131897,90.91774042883615,중구 충무로1가
26,63165318,준오헤어 방배역점,02-533-0605,서울특별시 서초구 방배로 84,서초구,방배동,방배역/내방역,59/722,레이어드컷,3819,126.99762907989441,37.48199222866653,32.40314027574689,64.12722941780332,27.829223915570516,8.281101115213888,91.90986917065416,92.39601134904541,89.86756466728373,서초구 방배동
28,37207278,준오헤어 노원역점,02-3391-6605,서울특별시 노원구 상계로 61,노원구,상계동,노원역,139,_,4067,127.06188736781544,37.656179905223105,32.82507605786407,71.01877357479073,27.50192559088619,7.631538535101867,91.81489036347507,96.59364039317995,93.33038243610795,노원구 상계동
29,35608702,그라티아,02-324-9421,"서울특별시 마포구 동교로19길 20 1, 2F",마포구,서교동,홍대입구역/망원역/합정역,533/680/764,허쉬컷,3832,126.91779450828301,37.556264864049396,31.532946378942853,53.72086805905351,28.037554960784327,7.108331865043168,95.15042845564005,93.77401044126015,88.02406270072125,마포구 서교동
30,13522443,박승철헤어스투디오 홍대점,02-324-2522,서울특별시 마포구 어울마당로 135 3층,마포구,동교동,홍대입구역/상수역,107/972,_,3320,126.92478297609316,37.55632628567388,29.648198596406523,69.44711165539907,25.50674466915484,5.878115042988035,84.69313026428684,88.21146171026005,85.66378959815087,마포구 동교동
32,13154187,이철헤어커커 신림점,02-888-2326,서울특별시 관악구 남부순환로 1599 2층,관악구,신림동,신림역,140,레이어드컷/볼륨매직,3262,126.928162425083,37.4842959165539,32.90132152726777,66.56484754532785,27.357509256909808,10.083163330722227,90.01426522478731,91.07616472042808,89.72023107412089,관악구 신림동
33,1147929912,더 부띠끄 강남점,02-534-3389,서울특별시 서초구 사평대로56길 7 서초한일유앤아이주상복합 1층,서초구,서초동,신논현역/강남역/사평역/논현역,236/688/751/901,다운펌,3348,127.02368199073065,37.50324283774603,31.12686741771468,87.23214484026145,26.942637226449033,8.394622631747534,92.48266356527849,93.32748819428127,97.44912486995722,서초구 서초동
34,33050015,제오헤어 이수점,02-535-6262,서울특별시 동작구 동작대로 107,동작구,사당동,총신대입구역/이수역/사당역/남성역,82/92/946/977,_,3162,126.98183664608601,37.48611477248971,30.97784517155095,70.14513866797812,26.827070861769553,10.385364212669307,85.39054998619503,91.31473965203665,88.56126957991316,동작구 사당동
35,11830399,쟝피엘헤어 서울대입구역점,02-872-0898,서울특별시 관악구 관악로 184 2층,관악구,봉천동,서울대입구역,52,_,2590,126.953242185739,37.4815081687981,30.084761078580197,62.04708593687653,26.204445551635732,5.6820535314141845,85.53355083330358,83.94227190733712,82.42215248307475,관악구 봉천동
36,276866921,리안헤어 신내점,02-3421-2251,서울특별시 중랑구 신내로 72 원빌딩,중랑구,신내동,망우역,693,_,2072,127.09567617376015,37.605428235555024,29.053553390736212,56.509018572444276,25.386869933193825,6.100209751769255,75.75232485058669,81.8109630704962,75.46965549912535,중랑구 신내동
37,13457551,준오헤어 이수역점,02-595-0605,서울특별시 서초구 동작대로 112,서초구,방배동,총신대입구역/이수역/내방역/사당역,44/157/984/993,_,3248,126.9825647148649,37.486517362541385,32.285629441839475,63.734450491695156,27.987787245584503,9.312383418104725,87.0283529702628,92.74901764693438,87.97800684048134,서초구 방배동
38,1476629369,파리지엔헤어 명동점,02-318-8010,서울특별시 중구 명동4길 31 파리지엔헤어 2층,중구,명동2가,명동역/을지로입구역/회현역/시청역/을지로3가역/종각역/충무로역,248/456/625/698/763/895/897,매직펌/C컬펌,2778,126.98404564475362,37.562194834990116,30.08018141892825,70.89325089027933,25.98143645590895,7.6964503886860385,82.56258334274976,97.37448635623899,88.77286953527748,중구 명동2가
39,31197568,파란헤어 강남본점,02-3446-5669,서울특별시 강남구 강남대로 498 명성빌딩 5층,강남구,논현동,신논현역/논현역/사평역/언주역,253/537/807/896,_,5232,127.023868565177,37.50669635368449,34.76268895945541,67.99438184353576,27.22665737508,7.354665265583643,93.42095936159019,97.45647550607089,93.579137278866,강남구 논현동
40,36878425,보그헤어 신도림역점,02-2632-7945,서울특별시 구로구 경인로67길 23 신도림2차푸르지오 상가 2층,구로구,신도림동,신도림역/도림천역/문래역,241/749/949,_,1315,126.889497071365,37.5105286058451,29.632984224409427,60.97647138789565,24.18847768861369,12.136922413122106,72.64703752961081,77.84458665335005,75.19614829482495,구로구 신도림동
41,11721479,와이미용실,02-763-3329,서울특별시 종로구 대학로 144 중원빌딩,종로구,혜화동,혜화역/한성대입구역,204/619,_,886,127.00192920741488,37.58388644970486,21.32581507988144,32.84397965878652,18.902650816132237,6.848554369932423,60.981015760814245,66.82150025264447,53.84292156547227,종로구 혜화동
42,35013646,헤어벨리시마 건대점,02-461-7836,서울특별시 광진구 아차산로30길 7 2층,광진구,자양동,건대입구역/뚝섬유원지역,118/983,C컬펌/볼륨매직,3211,127.06785752716598,37.54037586203877,31.498078257565552,81.27361698808274,26.50672211335365,9.360301264328537,85.50299920492719,93.91628557548158,92.90078480021492,광진구 자양동
43,37687262,리안헤어 문정법조타운점,02-3473-3176,서울특별시 송파구 새말로 62 송파 푸르지오시티 2층,송파구,문정동,장지역/문정역,518/578,다운펌,1207,127.12107914447701,37.480940005005706,26.828713423844885,63.53580067335533,21.82755715068069,8.482921438785102,71.55389974412819,74.66308123498294,72.80027062197782,송파구 문정동
44,34689376,준오헤어 돈암1호점,02-929-0605,서울특별시 성북구 동소문로22길 44,성북구,동선동1가,성신여대입구역/보문역,195/647,볼륨매직,1458,127.018170741733,37.5911858109566,27.39887529641499,48.56539908597991,24.055130694796173,5.6762720791417225,79.1546299622728,82.7508098812315,73.99039633210235,성북구 동선동1가
45,37035964,박승철헤어스투디오 신도림홈플러스점,02-3439-7781,서울특별시 구로구 경인로 661 신도림홈플러스 지하 2층,구로구,신도림동,신도림역/도림천역/구로역,263/741/898,_,1313,126.888524397887,37.5097456203143,30.873347832255817,62.55549137372365,25.39589436721786,10.088420005979888,74.2845644354049,75.89601872890104,75.88792600335374,구로구 신도림동
46,37207280,준오헤어 서울대샤로수길점,02-873-6050,서울특별시 관악구 관악로 156 호윤빌딩 2층,관악구,봉천동,서울대입구역/낙성대역,238/986,_,1320,126.952664808015,37.4791328790295,32.311172886969885,61.49633139798164,25.6280540786056,8.929054449407637,78.25834793373446,81.23170565367789,79.12110309127983,관악구 봉천동
48,34667384,이철헤어커커 오목교역점,02-2605-2326,서울특별시 양천구 오목로 300 현대하이페리온2,양천구,목동,오목교역/목동역,374/588,_,1128,126.87108940684628,37.52485211408607,28.988336020668893,55.78789029530826,23.818377850997983,10.829261514948008,69.86407664658705,75.31669761584367,71.06546041007532,양천구 목동
49,31977823,더퍼스트헤어 안암본점,02-922-0004,서울특별시 성북구 고려대로28길 6,성북구,안암동5가,안암역/고려대역/보문역/제기동역,108/724/917/951,다운펌,1798,127.030374527502,37.5859359207677,28.214789929805452,67.15621370544957,24.86642827811501,9.510206566177024,80.25217372027763,84.99455147602502,82.20838716571096,성북구 안암동5가
50,34689172,헤어아티스트M 영등포점,02-833-3459,서울특별시 영등포구 영신로19길 18 금영빌딩 2층,영등포구,영등포동,영등포역/신길역/영등포시장역,245/905/972,러블리펌/투블럭,1082,126.90578786238301,37.513959329497105,30.145029105438205,59.034002906881675,24.16146542510209,16.789553205388298,69.62519946572712,71.36433084368059,72.05734225072334,영등포구 영등포동
51,1154632643,어반그라운드헤어 by다비 왕십리역점,02-2281-9080,서울특별시 성동구 왕십리로 293 2층,성동구,행당동,왕십리역/행당역/상왕십리역/한양대역/마장역,155/647/742/854/905,레이어드컷,1360,127.035855633958,37.560277652375,28.881234558451432,55.81157871860297,25.077715632679247,18.49170733677316,75.17313122252858,82.5929999235702,77.37354823096946,성동구 행당동
52,13574247,준오헤어 잠실점,02-422-8605,서울특별시 송파구 삼전로 102,송파구,삼전동,삼전역/잠실새내역/석촌고분역,448/637/721,_,1635,127.09107315859801,37.5073123804699,30.995286500769,62.775598741940534,27.58397368792307,11.83242372870334,83.85772666716755,85.63987501276384,84.08152309982894,송파구 삼전동
53,36084366,더헤어 감동,02-2659-8820,서울특별시 강서구 공항대로 425,강서구,등촌동,증미역/가양역,613/672,투블럭,1148,126.854622210952,37.5553750645369,27.859435637297157,62.548822270928135,22.46943038672417,8.575377930984116,70.53566335922487,74.4146717368398,72.31798829451179,강서구 등촌동
54,37207290,준오헤어 왕십리역1호점,02-2291-0605,서울특별시 성동구 왕십리광장로 17,성동구,행당동,왕십리역/마장역/한양대역/상왕십리역/행당역,52/619/793/889/946,_,1368,127.03873568830299,37.561703921452,27.07534702672081,55.63694820287938,23.92272478182475,5.992431602452852,77.43983068498896,79.86348385609237,74.5478215583872,성동구 행당동
55,368515517,박승철헤어스투디오 마곡나루역점,02-3662-9926,서울특별시 강서구 마곡중앙5로1길 20 마곡나루역보타닉비즈타워,강서구,마곡동,마곡나루역/신방화역/마곡역,207/844/934,_,1068,126.82671049082,37.5684955383887,25.21451207298618,51.577050850614704,25.651468427688545,13.58096832726982,67.72207057919914,71.0331352761052,67.56454949525197,강서구 마곡동
56,37192368,어반그라운드헤어 약수점,02-2231-2331,서울특별시 중구 다산로 110 2층 어반그라운드헤어 약수점,중구,신당동,약수역/버티고개역/동대입구역/금호역/청구역/신금호역,43/705/750/766/809/913,_,1133,127.010226084015,37.5535395893135,28.3881533465422,67.48133789163332,23.66427712037644,16.86164375052247,71.28246200512933,76.38484000061732,76.72275721216258,중구 신당동
58,1027341085,코벨헤어 본점,02-423-4239,서울특별시 송파구 송파대로 391 4층 코벨헤어,송파구,석촌동,송파역/석촌역,373/382,다운펌,2478,127.10941520914899,37.50224758302021,31.47485992106813,79.29370496877681,25.752130879256672,6.937354037202165,86.44238326011309,92.95448366183048,91.73974715462042,송파구 석촌동
59,1337516936,준오헤어 남부터미널역점,02-581-0605,서울특별시 서초구 서초중앙로 43 2층 준오헤어,서초구,서초동,남부터미널역/교대역/서초역,67/812/989,허쉬컷,1410,127.01557961719124,37.485550209252665,32.6355915779565,54.163175770992595,27.605699407956443,14.290599240837937,80.40825177222365,81.26596968935755,79.14053947737635,서초구 서초동
60,36827152,리안헤어 미아사거리역점,02-909-3597,서울특별시 강북구 도봉로 45 숭인시장 305호,강북구,미아동,미아사거리역,32,아이롱펌,1209,127.02980001207683,37.61309283304397,25.851732084548416,53.175060333608684,21.85507406779184,7.2571648104020126,73.8893726321708,77.07349243204314,70.85933846166395,강북구 미아동
61,35523634,트리플헤어디자인,02-323-3393,서울특별시 서대문구 연희로15길 22,서대문구,연희동,_,_,볼륨매직,1089,126.93072119500955,37.56860959920515,25.876412634855882,51.97688488517146,23.996672271767252,6.3274879580835774,69.29924306023419,71.84283702778136,67.09540251502287,서대문구 연희동
62,1936355480,12월애헤어,02-419-1231,서울특별시 송파구 송파대로49길 52 A동2층 205호,송파구,석촌동,석촌고분역/석촌역/잠실역,471/682/801,트위스트펌,1359,127.09918657978626,37.506142649329256,31.33204039545195,56.381614499449135,27.30797904075973,8.823210514540351,80.74504999681616,82.99935289680596,79.28541776333094,송파구 석촌동
63,82379273,라트리헤어 스파힐 강남베르점,02-565-9222,서울특별시 강남구 테헤란로87길 25 전방빌딩,강남구,삼성동,삼성역/봉은사역/삼성중앙역/선릉역,428/559/601/969,투블럭,1107,127.058253033805,37.5094703082778,26.74787736093944,47.73184419768374,22.42259268466055,6.6539861251374095,68.1285931436346,78.65898339060867,67.36534224719358,강남구 삼성동
64,33431131,준오헤어 건대역2호점,02-497-6050,서울특별시 광진구 능동로 109 2층,광진구,화양동,건대입구역/어린이대공원역,28/858,_,1761,127.070787457599,37.5408651869168,27.97859746050817,74.74750451266145,25.336168566558612,8.39098877513638,85.38520167608719,88.60371236022718,87.89449294917542,광진구 화양동
65,1869573828,공간헤어,02-965-6111,서울특별시 동대문구 경희대로 18,동대문구,회기동,회기역,579,_,1224,127.052855845693,37.592984566942896,28.337766466378344,67.31876589681944,24.419847612985464,8.1753785110394,76.31916095493358,78.1682110669054,78.00888218077597,동대문구 회기동
66,1431983836,리안헤어 석촌역점,02-2202-1255,서울특별시 송파구 송파대로 453,송파구,석촌동,석촌역/송파나루역/잠실역/석촌고분역/송파역,212/803/853/912/992,다운펌,1055,127.10530497830379,37.506770759787344,30.272087010833005,54.43482643513298,22.352716042593556,13.262597509612505,65.29726953350867,69.72086309205756,67.18324432585861,송파구 석촌동
67,34883044,제오헤어 구로디지털단지점,02-865-3591,서울특별시 구로구 시흥대로 565,구로구,구로동,구로디지털단지역,186,_,1144,126.901610963139,37.4835812109441,27.242458618515858,65.12769214899457,23.73040645067318,12.045599742719114,69.39016744993488,75.36880981538421,73.7604833896745,구로구 구로동
68,1545310362,홀릭오다 용산점,02-790-0010,서울특별시 용산구 한강대로 95 래미안용산 B동 지하 2층,용산구,한강로2가,신용산역/용산역/삼각지역/이촌역,58/234/729/944,러블리펌,1567,126.967410559485,37.52954461473736,37.5748801306643,69.24125919865685,28.325332399519194,14.348640706465812,78.79289400903781,88.63958225062026,86.85198924451807,용산구 한강로2가
69,717923768,하룸헤어 성신여대본점,02-953-2322,서울특별시 성북구 동소문로20길 29-18 2층 하룸헤어 성신여대본점,성북구,동선동1가,성신여대입구역/보문역,148/681,다운펌,1294,127.01768164903412,37.591396717399746,27.34622932572479,59.989499722684506,24.38270215403137,8.954250265548977,76.12626176242591,80.46997114676722,76.27406335883613,성북구 동선동1가
70,21399206,스윕헤어,02-939-1819,서울특별시 노원구 상계로 92 2층,노원구,상계동,노원역/상계역,149/866,히피펌/허쉬컷,1120,127.065117488687,37.6565556778661,27.151868493819123,49.75478571901427,23.912318485362302,6.661628827248193,70.64738198131293,73.95566727406462,67.93452262421827,노원구 상계동
71,1148613743,샵꽁뜨,02-332-9929,서울특별시 마포구 동교로 212-5 2층,마포구,동교동,홍대입구역,273,애즈펌,1408,126.92393450942404,37.55932867526464,26.618279000151148,64.89579879099996,23.718984583803838,6.802686344435649,82.22798990985987,77.18761931823936,78.69509278130872,마포구 동교동
72,33617901,오다헤어 보광점,02-796-8900,서울특별시 용산구 보광로 14 보광동신동아아파트,용산구,보광동,한남역,761,스핀스왈로우펌/바디펌,858,127.00185078469632,37.52586129597371,25.67611263528635,46.93921993769038,23.203211282419854,12.527900268405446,61.49920356918796,67.17730707097114,61.50210835050268,용산구 보광동
73,37695687,박승철헤어스투디오 종로점,02-737-1234,"서울특별시 종로구 우정국로2길 8 세븐빌딩 2층 ,3층",종로구,관철동,종각역/을지로입구역/광화문역/종로3가역/시청역/을지로3가역/안국역/명동역,90/394/667/707/716/752/801/977,_,949,126.983455485632,37.5694504749425,24.970982707544767,40.28787762082222,23.786813077038012,13.553379436497815,64.35923515439261,67.25322719758013,60.78134083625744,종로구 관철동
74,35977788,준오헤어 영등포점,02-2672-0605,서울특별시 영등포구 영중로 18,영등포구,영등포동3가,영등포역/영등포시장역/신길역/문래역,291/526/781/999,허쉬컷,1223,126.90608138413586,37.518021286417714,26.635275688700837,64.7714303109119,23.419152909689583,5.1159474677930525,74.98167473956637,79.32478154482395,75.91547411899688,영등포구 영등포동3가
75,1078206800,지노헤어 동대문점,02-2268-7089,서울특별시 중구 장충단로13길 11 3층,중구,을지로6가,동대문역사문화공원역/동대문역/종로5가역/신당역/동묘앞역/을지로4가역/청구역,251/362/674/742/834/883/936,러블리펌,997,127.008045690668,37.5678007360654,29.11999331091444,60.8255602602249,23.980701401031308,12.259004264366109,67.58160308256895,67.20401554993781,69.34254339429232,중구 을지로6가
76,11889727,쿠헤어,02-508-2265,서울특별시 강남구 강남대로98길 17,강남구,역삼동,강남역/신논현역/역삼역/언주역,318/480/753/885,히피펌,1272,127.027960632182,37.5009506448066,25.656894484238567,47.77378987333727,23.545979599271078,5.435627760115054,77.74407615833542,76.32127315683151,70.52052715785298,강남구 역삼동
77,1596435812,아이디헤어 강남511타워점,02-523-3301,서울특별시 서초구 강남대로51길 1,서초구,서초동,강남역/양재역,636/821,_,1426,127.03019141383601,37.491269679884404,36.27098121663453,60.98301115060514,26.707269006419512,8.701888395058582,80.50630605243343,84.50368849515596,81.9378519190143,서초구 서초동
78,37207298,준오헤어 대학로점,02-744-0605,서울특별시 종로구 대학로 132,종로구,동숭동,혜화역/한성대입구역,124/677,_,1098,127.00213297613381,37.583157542578896,25.07490798711721,59.59920780579308,24.922600469955352,10.536687300696787,67.38473081540121,73.96642693841216,70.24697884193279,종로구 동숭동
79,1528078134,박준뷰티랩 송파헬리오시티점,02-430-5559,서울특별시 송파구 송파대로 345 헬리오시티상가 A동 2층 2013호,송파구,가락동,송파역/석촌역/가락시장역,84/687/978,_,1120,127.11128460260372,37.49993926263186,30.396063760572535,50.979320600699864,23.23180981700417,8.906844469024438,70.78174936039825,77.1981785815847,70.32198172348726,송파구 가락동
80,31583340,토니앤가이 홍제점,02-396-2805,서울특별시 서대문구 통일로 437,서대문구,홍제동,홍제역/무악재역,116/759,_,1099,126.94488894574751,37.587921761418826,29.44442832863902,59.46375542611413,22.891621674508308,12.811060948999822,69.88011246155608,75.71245439385305,72.62354690072466,서대문구 홍제동
81,38474260,쓰담헤어,02-539-4425,서울특별시 강남구 테헤란로8길 26 테헤란빌딩,강남구,역삼동,강남역/역삼역,318/567,_,1243,127.03174081454901,37.4972123157491,29.37048934308277,64.68310816343886,24.85231301640601,13.606427799861427,72.9102396130902,81.32815717123667,78.01749059043283,강남구 역삼동
82,37207293,준오헤어 천호로데오점,02-475-0605,서울특별시 강동구 천호대로157길 46,강동구,천호동,천호역/강동역,369/583,가르마펌/다운펌/픽시컷,1285,127.12783631341298,37.53968555375271,28.909659864290013,59.42430369475618,24.809091842320623,9.559258648991824,77.82760090861987,80.70678020058415,77.39010769252714,강동구 천호동
84,11726505,준오헤어 대치점,02-563-1605,서울특별시 강남구 도곡로 448,강남구,대치동,대치역/한티역/도곡역,504/625/816,히피펌/투블럭,1378,127.05963286083531,37.498043969966076,29.86471844268826,65.64135736796149,26.47658015734849,11.611780574131982,77.95173702796802,84.37336941504081,81.57563538766081,강남구 대치동
85,1017263718,아르미헤어 상봉타워 블랙점,02-2209-5601,서울특별시 중랑구 면목로 490 상봉타워 103호,중랑구,상봉동,상봉역/망우역/면목역/중랑역/중화역,26/690/778/819/971,_,1070,127.08604778745155,37.59563377293521,29.381132480841213,55.451253864331406,23.757376205514845,11.278202001513,64.30646469916826,71.35998832290626,67.42012192365131,중랑구 상봉동
86,38314163,김송정머리터 중랑점,010-7559-7452,서울특별시 중랑구 면목로 302,중랑구,면목동,사가정역/용마산역,211/620,볼륨매직,1203,127.08731163428764,37.579287039263455,29.79351529006587,59.038594875124005,22.58803959688652,9.399504696409943,69.44035568940133,74.30609402407643,71.22146271994605,중랑구 면목동
87,37936029,준오헤어 강남화이트점,02-592-0605,서울특별시 서초구 서초대로77길 13 3층,서초구,서초동,강남역/신논현역/역삼역,186/659/934,다운펌/허쉬컷,2414,127.02614593399107,37.49889226142066,32.28603391347527,72.84959689082369,26.63965691989647,10.551598642871877,85.21373133457283,90.7346891526403,89.3988176926937,서초구 서초동
